created_at,text,user,retweet_count,favorite_count,followers,is_verified,clean_text,sentiment
Mon Nov 18 08:05:32 +0000 2024,CEO of  -  says he is confident that Ripple is about to unlock the U.S. market! $XRP,CoinGapeMedia,14,54,88489,False,CEO of - says he is confident that Ripple is about to unlock the U.S. market! $XRP,Positive
Mon Nov 18 07:53:29 +0000 2024,ATH on Cards as Google XRP Search Interest Soars to All-Time High.,thecryptobasic,8,25,66696,False,ATH on Cards as Google XRP Search Interest Soars to All-Time High.,Positive
Mon Nov 18 07:16:37 +0000 2024,"Bitwise CIO  Says $XRP Hasnt Unleashed Its Full Potential Yet, Reveals Why Bitwise Filed for XRP ETF.",thecryptobasic,9,48,66696,False,"Bitwise CIO Says $XRP Hasnt Unleashed Its Full Potential Yet, Reveals Why Bitwise Filed for XRP ETF.",Positive
Mon Nov 18 06:56:36 +0000 2024,News Today: Futures Open Interest Hits $2.10 Billion Amid Price Surge,JestinJibber,0,12,29222,False,News Today: Futures Open Interest Hits $2.10 Billion Amid Price Surge,Positive
Mon Nov 18 06:35:06 +0000 2024,"NYU professor explains how and are transforming finance with $XRP's On-Demand on RippleNet, removing risk from instant cross-border settlements Just to clarify, participants in include central banks and major institutions globally",VersanAljarrah,306,1108,73543,False,"NYU professor explains how and are transforming finance with $XRP's On-Demand on RippleNet, removing risk from instant cross-border settlements Just to clarify, participants in include central banks and major institutions globally",Positive
Mon Nov 18 06:19:04 +0000 2024,HUGE NEWS!!! The legendary Beau Stoner will be joining me live to discuss the latest XRP news. Beau was one of Australia's biggest and most respected crypto commentators before he retired. He's now stepping up to the mic to tell us why he's bullish on and,Adam_Stokesy,1,30,6911,False,HUGE NEWS!!! The legendary Beau Stoner will be joining me live to discuss the latest XRP news. Beau was one of Australia's biggest and most respected crypto commentators before he retired. He's now stepping up to the mic to tell us why he's bullish on and,Positive
Mon Nov 18 06:17:24 +0000 2024,Bullish News Ripples potential initial public offering (IPO) is gaining traction as SBI supports the move. SBI Holdings has been aligned with since 2017 to advance cross-border payment innovations.,strivex_,6,12,10590,False,Bullish News Ripples potential initial public offering (IPO) is gaining traction as SBI supports the move. SBI Holdings has been aligned with since 2017 to advance cross-border payment innovations.,Positive
Mon Nov 18 06:15:41 +0000 2024,"After 3 long years, finally, I'm feeling bullish again. This is the best and strongest community right now.    $DROP $Xrp $xrpl $ripple",kevdoma,10,22,250,,"After 3 long years, finally, I'm feeling bullish again. This is the best and strongest community right now. $DROP $Xrp $xrpl $ripple",Positive
Mon Nov 18 06:14:14 +0000 2024, prediction on VS the SEC over 1+ years ago. $xrp,XrpSnakie,4,16,5135,,prediction on VS the SEC over 1+ years ago. $xrp,Neutral
Mon Nov 18 06:09:16 +0000 2024,$DROP IS ABOUT TO PROVE ITS BLUE CHIP STATUS ONCE AND FOR ALL! DONT MISS OUT!  ,texasoil35,8,27,152,,$DROP IS ABOUT TO PROVE ITS BLUE CHIP STATUS ONCE AND FOR ALL! DONT MISS OUT!,Positive
Mon Nov 18 06:07:02 +0000 2024,Tonight and this week is about to be wild for $DROP  ITS ABOUT TO MELT FACES  listing  coming  $DROP IS,ShinBrento,14,27,1198,,Tonight and this week is about to be wild for $DROP ITS ABOUT TO MELT FACES listing coming $DROP IS,Positive
Mon Nov 18 05:55:41 +0000 2024,"Looking at the weekly price performance, and have outperformed meme coins and reached the top of the leaderboard.",Koreanteacher1,15,107,18231,,"Looking at the weekly price performance, and have outperformed meme coins and reached the top of the leaderboard.",Positive
Mon Nov 18 05:40:23 +0000 2024,"Banks f* with $LINK, not $XRP",0xFeetPic,1,14,19903,,"Banks f* with $LINK, not $XRP",Neutral
Mon Nov 18 05:24:14 +0000 2024,BREAKINGCHINA TO GREEN LIGHT CRYPTO REGULATION BEFORE USA FOR FIRST MOVER ADVANTAGE?,CryptoHulk19,59,266,52593,,BREAKINGCHINA TO GREEN LIGHT CRYPTO REGULATION BEFORE USA FOR FIRST MOVER ADVANTAGE?,Positive
Mon Nov 18 05:12:07 +0000 2024,CRYPTO SECRET EXPOSEDGLOBAL INVESTMENT FIRM SECRETLY USING RIPPLE XRP PLATFORM FOR TRADING,CryptoHulk19,54,278,52593,,CRYPTO SECRET EXPOSEDGLOBAL INVESTMENT FIRM SECRETLY USING RIPPLE XRP PLATFORM FOR TRADING,Positive
Mon Nov 18 05:02:40 +0000 2024,Analyst Says I Can See XRP Doing A 2017-like Price Rally. Heres why via ,JestinJibber,0,9,29231,,Analyst Says I Can See XRP Doing A 2017-like Price Rally. Heres why via,Positive
Mon Nov 18 05:02:26 +0000 2024,"USA GOVERNMENT OFFICIAL SAYS, I HAVE MOST ALL MY WEALTH PUT INTO BITCOIN!",CryptoHulk19,32,203,52593,,"USA GOVERNMENT OFFICIAL SAYS, I HAVE MOST ALL MY WEALTH PUT INTO BITCOIN!",Neutral
Mon Nov 18 04:53:39 +0000 2024,BREAKINGCOINBASE CEO &amp; ELON MUSK TO FORM A USA GOVT CRYPTO &amp; PAY DIVIDENDS TO AMERICANS!,CryptoHulk19,243,962,52593,,BREAKINGCOINBASE CEO &amp; ELON MUSK TO FORM A USA GOVT CRYPTO &amp; PAY DIVIDENDS TO AMERICANS!,Positive
Mon Nov 18 04:44:26 +0000 2024,ETHEREUM CRYPTO BOMBSHELLITS RUNNING ON STELLAR &amp; RIPPLE XRP!,CryptoHulk19,91,433,52593,,ETHEREUM CRYPTO BOMBSHELLITS RUNNING ON STELLAR &amp; RIPPLE XRP!,Positive
Mon Nov 18 04:21:46 +0000 2024,"32,000 $RLUSD transferred to an unknown wallet.",XRPXLMVERSE,2,17,10442,,"32,000 $RLUSD transferred to an unknown wallet.",Neutral
Mon Nov 18 04:13:28 +0000 2024,The Crypto Coin Making Headlines Amid A Political ShiftWhat You Need to Know,JestinJibber,0,6,29231,,The Crypto Coin Making Headlines Amid A Political ShiftWhat You Need to Know,Neutral
Mon Nov 18 04:05:06 +0000 2024,holdings CEO Yoshitaka Kitao urges to prepare for an after resolving its SEC battle.,XRPXLMVERSE,2,25,10442,,holdings CEO Yoshitaka Kitao urges to prepare for an after resolving its SEC battle.,Positive
Mon Nov 18 03:51:28 +0000 2024,BREAKING NEWS SEC Chairman Gary Gensler to resign. What could this mean for XRP ETF? Is this your doing  ??   ,blip_eth,3,14,262,,BREAKING NEWS SEC Chairman Gary Gensler to resign. What could this mean for XRP ETF? Is this your doing ??,Positive
Mon Nov 18 03:46:47 +0000 2024,"Brad Garlinghouse CEO of says they will UNLOCK US Market , its INEVITABLE EXPLOSION IS ALSO INEVITABLE Hit like and Repost if you are holding $XRP WILL FLIP $Eth as in 2017 Follow ",RandomCryptoPal,27,111,24908,,"Brad Garlinghouse CEO of says they will UNLOCK US Market , its INEVITABLE EXPLOSION IS ALSO INEVITABLE Hit like and Repost if you are holding $XRP WILL FLIP $Eth as in 2017 Follow",Positive
Mon Nov 18 03:22:14 +0000 2024,"Lawsuit News: Gary Gensler Will Be Gone by December 31, Says Expert",JestinJibber,0,6,29231,,"Lawsuit News: Gary Gensler Will Be Gone by December 31, Says Expert",Neutral
Mon Nov 18 03:13:12 +0000 2024,BlackRock ETF Could Propel XRP to ATH as BTC Eyes $100k,JestinJibber,0,9,29231,,BlackRock ETF Could Propel XRP to ATH as BTC Eyes $100k,Positive
Mon Nov 18 02:14:09 +0000 2024,Price at 3-Year High as Futures Open Interest Jumps to New Record (via ),JestinJibber,0,8,29222,False,Price at 3-Year High as Futures Open Interest Jumps to New Record (via ),Positive
Mon Nov 18 01:52:32 +0000 2024,Is everyone in the community READY? Flip the switch  overnight moment. $COREUM $SOLO $SARA,albertchgo,22,77,3048,False,Is everyone in the community READY? Flip the switch overnight moment. $COREUM $SOLO $SARA,Positive
Mon Nov 18 00:57:09 +0000 2024,CHAINLINK TAKES OVER BANKING SYSTEM WITH CRYPTO PLATFORM AND PARTNERSHIP WITH SWIFT!!!,CryptoHulk19,36,201,52592,False,CHAINLINK TAKES OVER BANKING SYSTEM WITH CRYPTO PLATFORM AND PARTNERSHIP WITH SWIFT!!!,Positive
Mon Nov 18 00:37:09 +0000 2024,Ian Dulap top 4 crypto's..,RizXRP,17,83,37827,False,Ian Dulap top 4 crypto's..,Neutral
Mon Nov 18 00:14:17 +0000 2024," Well messaging interfaces are all fully compliant with ISO 20022, so most banks and institutions already using will already be using the new messaging standard. But news missing is a US bank announcing they are using and hence ISO20022 compliant cross",vincent_vancode,0,26,36782,False,"Well messaging interfaces are all fully compliant with ISO 20022, so most banks and institutions already using will already be using the new messaging standard. But news missing is a US bank announcing they are using and hence ISO20022 compliant cross",Neutral
Sun Nov 17 23:43:56 +0000 2024,Let's gooooo!!!! $lunc $usdc $luna $btc,gimsulyeon60996,29,189,1116,False,Let's gooooo!!!! $lunc $usdc $luna $btc,Positive
Sun Nov 17 23:36:19 +0000 2024,"We are getting there, $lunc $usdc $luna $btc",gimsulyeon60996,10,122,1116,False,"We are getting there, $lunc $usdc $luna $btc",Positive
Sun Nov 17 22:40:09 +0000 2024,"MitchBuyBot Advertising is on fire! Were already fully booked for the next 3 days! Ads are live for , and up next will be . Plus, 10% of every payment is going straight into the $MITCH Liquidity Pool! Lets grow XRPL together!",murloc04,4,14,1105,False,"MitchBuyBot Advertising is on fire! Were already fully booked for the next 3 days! Ads are live for , and up next will be . Plus, 10% of every payment is going straight into the $MITCH Liquidity Pool! Lets grow XRPL together!",Positive
Sun Nov 17 21:45:49 +0000 2024, I don't know about IPO. companies really only IPO to raise capital.i doubt has a capital issue.,vincent_vancode,0,21,36782,False,I don't know about IPO. companies really only IPO to raise capital.i doubt has a capital issue.,Neutral
Sun Nov 17 20:59:18 +0000 2024,"WOW You can totally tell things are different for &amp; $XRP and the tide is shifting!!! In the past, if $BTC remotely sneezed to the down side just a little, would tank hard! NOT ANYMORE With , and/or Gaaarrryyy",james_six8jay,2,11,13660,False,"WOW You can totally tell things are different for &amp; $XRP and the tide is shifting!!! In the past, if $BTC remotely sneezed to the down side just a little, would tank hard! NOT ANYMORE With , and/or Gaaarrryyy",Positive
Sun Nov 17 20:53:30 +0000 2024,"Should Start Preparing For An IPO 'As Soon As Possible,' SBI CEO Says",XRPcryptowolf,24,152,403438,False,"Should Start Preparing For An IPO 'As Soon As Possible,' SBI CEO Says",Positive
Sun Nov 17 20:49:09 +0000 2024,Level Playing field  ON $XRP Price BIG BG  on $XRP ,CKJCryptonews,7,17,58388,False,Level Playing field ON $XRP Price BIG BG on $XRP,Positive
Sun Nov 17 20:38:05 +0000 2024,Suddenly Burns 53 Million RLUSD Ahead Of Stablecoin Launch,XRPcryptowolf,23,145,403438,False,Suddenly Burns 53 Million RLUSD Ahead Of Stablecoin Launch,Neutral
Sun Nov 17 20:18:04 +0000 2024,"If you are an holder, this week is by far the most exciting and significant than any other in the last 3 years. Watching for: 1. Gensler resignation 2. Trump possible XRP mention 3. RLUSD approval announcement 4. Major US bank announcement",vincent_vancode,459,3240,36782,False,"If you are an holder, this week is by far the most exciting and significant than any other in the last 3 years. Watching for: 1. Gensler resignation 2. Trump possible XRP mention 3. RLUSD approval announcement 4. Major US bank announcement",Positive
Sun Nov 17 20:11:51 +0000 2024,"Jim Rickards Pg. 50 schizo data point MoneyGPT ""The ripple effects of the SVB collapse...""",GLigh7,2,18,6641,False,"Jim Rickards Pg. 50 schizo data point MoneyGPT ""The ripple effects of the SVB collapse...""",Neutral
Sun Nov 17 20:10:01 +0000 2024,"If you're holding onto your and planning to ride it all the way to $100, dont forget to hit that like button! is gearing up for some major upgrades to the -Ledger, aiming to boost liquidity and attract institutional investors. This surge in activity could",LeviRietveld,126,1670,172351,False,"If you're holding onto your and planning to ride it all the way to $100, dont forget to hit that like button! is gearing up for some major upgrades to the -Ledger, aiming to boost liquidity and attract institutional investors. This surge in activity could",Positive
Sun Nov 17 19:35:35 +0000 2024,CRYPTO FAKE OUT AGAINHERES WHY XRP PRICE GAINS WILL COME RIGHT BACK DOWN!!,CryptoHulk19,24,201,52592,False,CRYPTO FAKE OUT AGAINHERES WHY XRP PRICE GAINS WILL COME RIGHT BACK DOWN!!,Negative
Sun Nov 17 19:35:32 +0000 2024,"Going for the weekly close XRP looks excellent , reclaiming 0.618 is the most important thing right now. Few hours to go $XRP",Doctor_Magic_,1,74,11127,False,"Going for the weekly close XRP looks excellent , reclaiming 0.618 is the most important thing right now. Few hours to go $XRP",Positive
Sun Nov 17 19:34:21 +0000 2024,CRYPTO FAKE EXPOSEDLOOK AT WHAT 2 COUNTRIES ARE PRETENDING!,CryptoHulk19,12,99,52592,False,CRYPTO FAKE EXPOSEDLOOK AT WHAT 2 COUNTRIES ARE PRETENDING!,Negative
Sun Nov 17 19:33:21 +0000 2024,"GOLD PRICE TO $100,000 SAYS INDUSTRY EXPWRT PETER SCHIFF!!!",CryptoHulk19,22,143,52592,False,"GOLD PRICE TO $100,000 SAYS INDUSTRY EXPWRT PETER SCHIFF!!!",Positive
Sun Nov 17 19:32:41 +0000 2024,BREAKINGUNITED KINGDOM AFRAID OF CRYPTO FRIENDLY USATO LAUNCH CRYPTO REGULATION NOW!!,CryptoHulk19,53,286,52592,False,BREAKINGUNITED KINGDOM AFRAID OF CRYPTO FRIENDLY USATO LAUNCH CRYPTO REGULATION NOW!!,Negative
Sun Nov 17 19:29:41 +0000 2024," lol this is funny &amp; dumb! If it was real, the price would have SOARED to the moon for sure! Totally FAKE news!!! Whats the point on putting out fake news? $XRP doesnt need B.S. hype! Its too important for that! In time, the World will know who is, what",james_six8jay,2,83,13660,False,"lol this is funny &amp; dumb! If it was real, the price would have SOARED to the moon for sure! Totally FAKE news!!! Whats the point on putting out fake news? $XRP doesnt need B.S. hype! Its too important for that! In time, the World will know who is, what",Negative
Sun Nov 17 18:50:21 +0000 2024,"$SHX The last 5 days 196 trustlines created 164 trustlines funded The last 11 months 20,300 trustlines created 12,200 trustlines funded Trading under .007 AND WE'RE STILL EARLY $XLM $XRP",DylanColes13,12,78,2488,False,"$SHX The last 5 days 196 trustlines created 164 trustlines funded The last 11 months 20,300 trustlines created 12,200 trustlines funded Trading under .007 AND WE'RE STILL EARLY $XLM $XRP",Positive
Sun Nov 17 18:49:15 +0000 2024,burns 54 million $RLUSD. 40.17 million was burned on the and 14 million was burned on .,XRPXLMVERSE,19,69,10442,False,burns 54 million $RLUSD. 40.17 million was burned on the and 14 million was burned on .,Neutral
Sun Nov 17 18:11:29 +0000 2024,New $XRP  video is out : NEXT BIG MOVE REVEALED | TOP TARGETS | COMPLETE CHART ANALYSIS via  BULL RUN THEORY EXPLAINED,FlowAkwa,8,24,8667,False,New $XRP video is out : NEXT BIG MOVE REVEALED | TOP TARGETS | COMPLETE CHART ANALYSIS via BULL RUN THEORY EXPLAINED,Positive
Sun Nov 17 17:49:26 +0000 2024,The $25 XRP Price Frenzy You Can't Afford to Miss GENSLER SUED !,WillFix7,15,112,6657,False,The $25 XRP Price Frenzy You Can't Afford to Miss GENSLER SUED !,Positive
Sun Nov 17 17:00:16 +0000 2024,"Huge announcement! I'm launching an innovative token on the , backed by a tangible asset and in partnership with , a partner. Stay tuned to see how this new asset blends digital and physical value!",w_thejazz,10,24,26922,False,"Huge announcement! I'm launching an innovative token on the , backed by a tangible asset and in partnership with , a partner. Stay tuned to see how this new asset blends digital and physical value!",Positive
Sun Nov 17 16:52:23 +0000 2024,DOGE Price () vs (): Why DOGE is Outperforming Bitcoin in 2024 -,cryptodataspace,4,159,149565,False,DOGE Price () vs (): Why DOGE is Outperforming Bitcoin in 2024 -,Neutral
Sun Nov 17 16:51:56 +0000 2024,GM to those who still hold and are buying $MEME One of the few $XRP meme coins thats about to get silly but is at such an undervalued MC. Fade and find out BUY $MEME  ,XPUNKFoCuS,8,16,1681,False,GM to those who still hold and are buying $MEME One of the few $XRP meme coins thats about to get silly but is at such an undervalued MC. Fade and find out BUY $MEME,Positive
Sun Nov 17 16:26:46 +0000 2024,"If you're holding onto your and aiming for that $100 target, dont forget to smash that like button! is on the verge of rolling out major upgrades to the -Ledger, designed to enhance liquidity and attract institutional capital. This surge in activity could",Crypt0Senseii,3,35,58786,False,"If you're holding onto your and aiming for that $100 target, dont forget to smash that like button! is on the verge of rolling out major upgrades to the -Ledger, designed to enhance liquidity and attract institutional capital. This surge in activity could",Positive
Sun Nov 17 16:13:28 +0000 2024,"Rumors swirl about Trump x Ripple CEO meeting ""Crypto regulations"" or just a round of golf? In 2024, anything's possibleTrumps comeback and XRP's moonshot? Whos betting on the outcome?",cryptdd_,2,8,1289,False,"Rumors swirl about Trump x Ripple CEO meeting ""Crypto regulations"" or just a round of golf? In 2024, anything's possibleTrumps comeback and XRP's moonshot? Whos betting on the outcome?",Neutral
Sun Nov 17 15:48:35 +0000 2024,XRP eyes rare mega golden cross forming amid biggest breakout in history $xrp,Utoday_en,9,25,95211,False,XRP eyes rare mega golden cross forming amid biggest breakout in history $xrp,Positive
Sun Nov 17 15:14:00 +0000 2024,"BREAKING: CEO of , Brad Garlinghouse, just spoke on FOX NEWS! Donald Trump met with Ripple... IS ABOUT TO MELT FACES",CollinBrownXRP,15,88,11097,False,"BREAKING: CEO of , Brad Garlinghouse, just spoke on FOX NEWS! Donald Trump met with Ripple... IS ABOUT TO MELT FACES",Positive
Sun Nov 17 14:59:08 +0000 2024,Market Cap compared to famous global companies: General Motors: 62.7b Nintendo: 62.6b 61.5b (FDV=111b) Schlumberger: 60.9b Hilton Worldwide: 60b Porsche: 60b Mercedes-Benz: 59.7b Rols-Royce Holdings: 59.1b STC 53.4b $XRP,CryptoFeras,5,23,92566,False,Market Cap compared to famous global companies: General Motors: 62.7b Nintendo: 62.6b 61.5b (FDV=111b) Schlumberger: 60.9b Hilton Worldwide: 60b Porsche: 60b Mercedes-Benz: 59.7b Rols-Royce Holdings: 59.1b STC 53.4b $XRP,Neutral
Sun Nov 17 14:54:13 +0000 2024,"XRP will be ""unleashed"" in the next 12 months? ~Matt Hougan, CIO Bitwise",WorkingMoneyCH,15,71,44214,False,"XRP will be ""unleashed"" in the next 12 months? ~Matt Hougan, CIO Bitwise",Positive
Sun Nov 17 14:28:11 +0000 2024,Suddenly Burns 53 Million RLUSD Ahead of Stablecoin Launch,JestinJibber,0,7,29222,False,Suddenly Burns 53 Million RLUSD Ahead of Stablecoin Launch,Neutral
Sun Nov 17 14:14:00 +0000 2024,BM! Archax CEO Graham Rodford predicts trading volume on could hit $30-50 TRILLION! This could skyrocket adoption and send XRP past $900!,CollinBrownXRP,42,167,11097,False,BM! Archax CEO Graham Rodford predicts trading volume on could hit $30-50 TRILLION! This could skyrocket adoption and send XRP past $900!,Positive
Sun Nov 17 14:04:32 +0000 2024,53 million RLUSD on fire as Ripple stablecoin prepares for launch $xrp,Utoday_en,12,49,95211,False,53 million RLUSD on fire as Ripple stablecoin prepares for launch $xrp,Neutral
Sun Nov 17 13:09:00 +0000 2024,"Brian Brooks of Valor Capital Group: () isnt here to replace the U.S. Dollar, but to transform the value transmission system. Just like Googles early volatility, price is just a blip in its journey to revolutionize finance!",CollinBrownXRP,9,60,11097,False,"Brian Brooks of Valor Capital Group: () isnt here to replace the U.S. Dollar, but to transform the value transmission system. Just like Googles early volatility, price is just a blip in its journey to revolutionize finance!",Positive
Sun Nov 17 12:40:03 +0000 2024,"CEO Brad Garlinghouse credits Donald Trump's victory for easing regulatory pressure on the crypto industry, helping XRP soar 91% to $0.98! With a pro-crypto president, and other assets like ADA are booming.",CollinBrownXRP,3,20,11097,False,"CEO Brad Garlinghouse credits Donald Trump's victory for easing regulatory pressure on the crypto industry, helping XRP soar 91% to $0.98! With a pro-crypto president, and other assets like ADA are booming.",Positive
Sun Nov 17 12:05:05 +0000 2024,BREAKING: CENTRAL BANK OF JAPAN (SBI) WELCOMES TO IPO IN JAPAN INSTEAD OF THE UNITED STATES OF AMERICA!,CryptoGeekNews,223,1077,86940,False,BREAKING: CENTRAL BANK OF JAPAN (SBI) WELCOMES TO IPO IN JAPAN INSTEAD OF THE UNITED STATES OF AMERICA!,Positive
Sun Nov 17 08:56:39 +0000 2024,"CLO: Jay Lit the match, I (Gary Gensler) Just Added the Gasoline via ",JestinJibber,0,5,29222,False,"CLO: Jay Lit the match, I (Gary Gensler) Just Added the Gasoline via",Negative
Sun Nov 17 08:55:25 +0000 2024,Which coin will break its previous ATH first ? Previous ATH for Ref: $XRP - $ 3.84 $TRX - $ 0.3 $ADA - $ 3.09 $BNB - $ 720        ,deba215,5,20,8245,False,Which coin will break its previous ATH first ? Previous ATH for Ref: $XRP - $ 3.84 $TRX - $ 0.3 $ADA - $ 3.09 $BNB - $ 720,Neutral
Sun Nov 17 08:32:38 +0000 2024,"Here is an insight from the $QANX Telegram I advise everyone who can to no matter what language! This is a great opportunity to get lifetime rewards for good codes, should participate here $ETH $BTC $SOL $ADA $LINK $BRETT $FLOKI $XRP $OP",f75919,15,49,332,False,"Here is an insight from the $QANX Telegram I advise everyone who can to no matter what language! This is a great opportunity to get lifetime rewards for good codes, should participate here $ETH $BTC $SOL $ADA $LINK $BRETT $FLOKI $XRP $OP",Positive
Sun Nov 17 07:30:36 +0000 2024,The first  on $QANX Testnet is live! Which UI do you like most? Its time to share your ideas for the next big with  $XRP $FET $RIO $SUI $ZIG $ETH $BTC $FTM $GME $TRIAS $SOL $VRA $TIA $LINK $ADA $PNUT $DIONE $LINK $GPT $BRETT $FLOKI,f75919,18,62,332,False,The first on $QANX Testnet is live! Which UI do you like most? Its time to share your ideas for the next big with $XRP $FET $RIO $SUI $ZIG $ETH $BTC $FTM $GME $TRIAS $SOL $VRA $TIA $LINK $ADA $PNUT $DIONE $LINK $GPT $BRETT $FLOKI,Neutral
Sun Nov 17 07:14:30 +0000 2024,CLO Criticises Genslers Attempt To Defend His Hostility Towards,JestinJibber,0,5,29222,False,CLO Criticises Genslers Attempt To Defend His Hostility Towards,Negative
Sun Nov 17 06:11:30 +0000 2024,$XRP Talking The Latest Critical Price Zones For As Volatility Hits The Chart 2025 Will Be A Huge Year For $XRP Latest News and Prices Moves,CryptoZeusYT,7,24,31875,False,$XRP Talking The Latest Critical Price Zones For As Volatility Hits The Chart 2025 Will Be A Huge Year For $XRP Latest News and Prices Moves,Positive
Sun Nov 17 05:46:12 +0000 2024,should ipo as soon as possible!,DigPerspectives,15,160,193045,False,should ipo as soon as possible!,Positive
Sun Nov 17 04:07:48 +0000 2024,"Michael Saylor said the 'second best ' would be a stablecoin dollar. The only regulated stablecoin fitting that description is , issued on the and operating on the network Hes indirectly calling the second best when in reality its the first",VersanAljarrah,305,1707,73543,False,"Michael Saylor said the 'second best ' would be a stablecoin dollar. The only regulated stablecoin fitting that description is , issued on the and operating on the network Hes indirectly calling the second best when in reality its the first",Positive
Sun Nov 17 02:56:33 +0000 2024,XRP Defies Crypto Market Cool Down and Surges by More Than 10% Amid New XRPL Stablecoin Announcement,JestinJibber,1,8,29222,False,XRP Defies Crypto Market Cool Down and Surges by More Than 10% Amid New XRPL Stablecoin Announcement,Positive
Sun Nov 17 02:33:37 +0000 2024,"As of this writing, $XRP is holding steady at $1.05. Where do you think will close tonightabove or below $1?",UpholdInc,19,90,205631,False,"As of this writing, $XRP is holding steady at $1.05. Where do you think will close tonightabove or below $1?",Neutral
Sun Nov 17 02:27:59 +0000 2024," Exciting Updates coming soon to the ! has introduced three innovative proposals aimed at enhancing identity verification, creating tailored transaction environments, and driving institutional adoption on the XRP Ledger: XLS-70d: Introducing a cutting-edge",TheSaintsNation,10,62,2108,False,"Exciting Updates coming soon to the ! has introduced three innovative proposals aimed at enhancing identity verification, creating tailored transaction environments, and driving institutional adoption on the XRP Ledger: XLS-70d: Introducing a cutting-edge",Positive
Sun Nov 17 02:21:36 +0000 2024,"""Remember what you hold fam. We are a literal . Don't let it slip."" $Bear $Diamond",XRPL_Diamond,10,14,455,False,"""Remember what you hold fam. We are a literal . Don't let it slip."" $Bear $Diamond",Positive
Sun Nov 17 02:20:12 +0000 2024,XRP'S HUGE PUMP &amp; NEXT PRICE TARGET FOR BITCOIN &amp; ALTCOINS! WATCH,ThinkingCrypto1,4,30,134264,False,XRP'S HUGE PUMP &amp; NEXT PRICE TARGET FOR BITCOIN &amp; ALTCOINS! WATCH,Positive
Sun Nov 17 00:58:40 +0000 2024,Now that $XRP has broken $1 where do you see price going? $5? $10? $20? More?! Give me some predictions,_RadiantMind,0,5,3853,False,Now that $XRP has broken $1 where do you see price going? $5? $10? $20? More?! Give me some predictions,Positive
Sun Nov 17 00:45:38 +0000 2024,a lot of people taking about of  but really how many have positions in this coin? This is my position for a looooooong Years,CryptoBaki99,4,68,1226,False,a lot of people taking about of but really how many have positions in this coin? This is my position for a looooooong Years,Positive
Sat Nov 16 23:30:05 +0000 2024,LOADING $31.47 $XRP,XRP_DigiGold,3,22,47761,False,LOADING $31.47 $XRP,Neutral
Sat Nov 16 23:22:15 +0000 2024,BREAKINGRIPPLE XRP DESTROYS BITCOIN IN PRICELETS TALK ABOUT PRICE NOW. Dont be shy!,CryptoHulk19,60,377,52592,False,BREAKINGRIPPLE XRP DESTROYS BITCOIN IN PRICELETS TALK ABOUT PRICE NOW. Dont be shy!,Positive
Sat Nov 16 23:12:24 +0000 2024,Let's gooooo!!!! $lunc $usdc $luna $btc,gimsulyeon60996,5,46,1116,False,Let's gooooo!!!! $lunc $usdc $luna $btc,Positive
Sat Nov 16 23:00:01 +0000 2024,Ripple $XRP Price Skyrockets Past the Historic $1 Mark,cryptoF0XXY,2,19,3350,False,Ripple $XRP Price Skyrockets Past the Historic $1 Mark,Positive
Sat Nov 16 22:56:26 +0000 2024,BREAKINGRIPPLE XRP CRYPTO PRICE EXPLOSION &amp; A DIRTY LITTLE SECRET!,CryptoHulk19,38,231,52592,False,BREAKINGRIPPLE XRP CRYPTO PRICE EXPLOSION &amp; A DIRTY LITTLE SECRET!,Positive
Sat Nov 16 22:45:47 +0000 2024,competitor sees more $XLM gains than $XRP after ripple CEO shills on Fox News Rumors are circulating that its because tech is better than the Meanwhile $Azero is at ATL and has better tech than both combined x3 Explain that one,LeaderAlphaNews,11,65,18805,False,competitor sees more $XLM gains than $XRP after ripple CEO shills on Fox News Rumors are circulating that its because tech is better than the Meanwhile $Azero is at ATL and has better tech than both combined x3 Explain that one,Negative
Sat Nov 16 22:43:24 +0000 2024,RIPPLE XRP EXPLODES 106% OVER THE PAST 7 DAYS!!!,CryptoHulk19,39,288,52592,False,RIPPLE XRP EXPLODES 106% OVER THE PAST 7 DAYS!!!,Positive
Sat Nov 16 22:31:03 +0000 2024,$XRP BULL'S EYE!,MarketMaestro1,2,22,24661,False,$XRP BULL'S EYE!,Positive
Sat Nov 16 21:05:11 +0000 2024,                          have you met  $XRP DL  And tune into  space.,D_A_F_O_,2,7,382,False,have you met $XRP DL And tune into space.,Neutral
Sat Nov 16 21:04:00 +0000 2024,Funny thing is Its NOT to late to position oneself w/ $XRP Were STILL verrryyy early N.F.A. ~ Not Financial Advice!!!,james_six8jay,2,7,13660,False,Funny thing is Its NOT to late to position oneself w/ $XRP Were STILL verrryyy early N.F.A. ~ Not Financial Advice!!!,Positive
Sat Nov 16 20:48:56 +0000 2024,BREAKING Must watch video about / / . Brad Garlinghouse comments on his recent meeting with Trump. 2025 is the year of !!! ALL TIME HIGH??? TrumpCoin:,trump45coin,60,164,13080,False,BREAKING Must watch video about / / . Brad Garlinghouse comments on his recent meeting with Trump. 2025 is the year of !!! ALL TIME HIGH??? TrumpCoin:,Positive
